v_products_model;v_preorder;v_products_name_1;v_products_description_1;v_products_image;v_products_price;v_products_roznica;v_categories_image_1;v_categories_name_1_1;v_categories_image_2;v_categories_name_2_1;v_categories_image_3;v_categories_name_3_1;v_categories_image_4;v_categories_name_4_1;v_categories_image_5;v_categories_name_5_1;v_categories_image_6;v_categories_name_6_1;v_categories_image_7;v_categories_name_7_1;v_manufacturers_name;v_mo_image_1;v_mo_image_2;v_mo_image_3;v_mo_image_4;v_mo_image_5;EOREOR
"280870";"no";"Бондаж для рук";"";"280870.jpg";"27.53";"1761";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"БОНДАЖ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"280871";"no";"Распорка металлическая";"";"280871.jpg";"15.37";"983";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"БОНДАЖ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"280872";"no";"Распорка металлическая";"";"280872.jpg";"21.96";"1405";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"БОНДАЖ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"280873";"no";"Плеть";"";"280873.jpg";"16.99";"1087";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"280874";"no";"Брелок-плетка";"";"280874.jpg";"1.94";"124";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПРОЧЕЕ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"280875";"no";"Плеть";"";"280875.jpg";"24.82";"1588";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"Spade";"";"";"";"";"";EOREOR
"910108";"no";"Наручники";"Линейка продукции Sitabella изготовлена из высококачественной натуральной кожи. Конструкция изделия разработана с учетом особенностей человеческого тела для наиболее безопасного использования. Насладитесь игрой и самыми смелыми вашими фантазиями!";"910108.jpg";"6.18";"395";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"НАРУЧНИКИ";"";"";"";"";"";"";"";"";"";"";"Sitabella";"";"";"";"";"";EOREOR
"910109";"no";"Наручники";"Линейка продукции Sitabella изготовлена из высококачественной натуральной кожи. Конструкция изделия разработана с учетом особенностей человеческого тела для наиболее безопасного использования. Насладитесь игрой и самыми смелыми вашими фантазиями!";"910109.jpg";"6.18";"395";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"НАРУЧНИКИ";"";"";"";"";"";"";"";"";"";"";"Sitabella";"";"";"";"";"";EOREOR
"910116";"no";"Ошейник";"Линейка продукции Sitabella изготовлена из высококачественной натуральной кожи. Конструкция изделия разработана с учетом особенностей человеческого тела для наиболее безопасного использования. Насладитесь игрой и самыми смелыми вашими фантазиями!";"910116.jpg";"6.03";"385";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ОШЕЙНИКИ";"";"";"";"";"";"";"";"";"";"";"Sitabella";"";"";"";"";"";EOREOR
"910124";"no";"Поводок";"Линейка продукции Sitabella изготовлена из высококачественной натуральной кожи. Конструкция изделия разработана с учетом особенностей человеческого тела для наиболее безопасного использования. Насладитесь игрой и самыми смелыми вашими фантазиями!";"910124.jpg";"1.99";"127";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПРОЧЕЕ";"";"";"";"";"";"";"";"";"";"";"Sitabella";"";"";"";"";"";EOREOR
"T280114";"no";"Набор анальных пробок LUNA BALLS 3PC TRAINER KIT";"Набор анальных стимуляторов. В комплекте 3 пробки разных размеров и цветов.  Сделаны  из безопасного для тела материала. Водонепроницаемые с очень мощными присосками. Совместимы со веми лубрикантами.";"T280114.jpg";"16.47";"1054";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"NS Novelties";"T280114-1.jpg";"";"";"";"";EOREOR
"T280114";"no";"Набор анальных пробок LUNA BALLS 3PC TRAINER KIT";"Набор анальных стимуляторов. В комплекте 3 пробки разных размеров и цветов.  Сделаны  из безопасного для тела материала. Водонепроницаемые с очень мощными присосками. Совместимы со веми лубрикантами.";"T280114.jpg";"16.47";"1054";"";"SALE";"";"ИГРУШКИ";"";"";"";"";"";"";"";"";"";"";"NS Novelties";"T280114-1.jpg";"";"";"";"";EOREOR
"DT21079";"yes";"BOOTYFUL TWISTED TICKLER VIBE PINK";"This waterproof soft vibrator has ten dynamic rhythms and is easy to use by the on/off button at the base of the product. Batteries not included. Made from hygienic silicone.";"DT21079.jpg";"16.72";"1070";"";"ВИБРАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21079-1.jpg";"";"";"";"";EOREOR
"DT21075";"no";"Наручники BONDX SILICONE CUFFS, RED";"Силиконовые наручники BONDX без замков и ключей отлично подойдут новичкам БДСМ игр. Они сковывают ваши движения, не принося дискомфорта за счет мягкого растягивающегося материала.";"DT21075.jpg";"5.84";"373";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"НАРУЧНИКИ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21075-1.jpg";"";"";"";"";EOREOR
"TBW568B";"yes";"BACK SEAM GARTER BELT STOCKINGS";"Back seam garter belt stocking";"TBW568B.jpg";"6.28";"401";"";"СЕКС БЕЛЬЕ И КОСТЮМЫ";"";"ЧУЛОЧНЫЕ ИЗДЕЛИЯ";"";"";"";"";"";"";"";"";"";"";"BeWicked Lingerie";"";"";"";"";"";EOREOR
"TBW565B";"yes";"FISHNET SUSPENDER PANTYHOSE";"<ul><li>Fishnet suspender panty hose. </li><li>Thong not included.</li></ul>";"TBW565B.jpg";"3.14";"200";"";"СЕКС БЕЛЬЕ И КОСТЮМЫ";"";"ЧУЛОЧНЫЕ ИЗДЕЛИЯ";"";"";"";"";"";"";"";"";"";"";"BeWicked Lingerie";"";"";"";"";"";EOREOR
"FS59953";"no";"Эрекционное кольцо «Идеальное О»";"Более крепкая эрекция доступна каждому, благодаря прочному и эластичному кольцу «Идеальное О». Кольцо замедляет отток крови от эрегированного пениса, усиливает эрекцию и позволяет продлить половой акт. Производитель Lovehoney (Великобритания). «- Почувствуй это, детка, - шепчет мне в ухо Кристиан. Я сгораю от переполняющего меня желания. По его знаку (ведь я всего лишь ученица) я даю волю чувствам, и мы вместе достигаем финиша…» - Пятьдесят Оттенков Серого";"FS59953.jpg";"5.22";"280";"";"КОЛЬЦА";"";"БЕЗ ВИБРАЦИИ";"";"";"";"";"";"";"";"";"";"";"Lovehoney";"FS59953-1.jpg";"";"";"";"";EOREOR
"FS59953";"no";"Эрекционное кольцо «Идеальное О»";"Более крепкая эрекция доступна каждому, благодаря прочному и эластичному кольцу «Идеальное О». Кольцо замедляет отток крови от эрегированного пениса, усиливает эрекцию и позволяет продлить половой акт. Производитель Lovehoney (Великобритания). «- Почувствуй это, детка, - шепчет мне в ухо Кристиан. Я сгораю от переполняющего меня желания. По его знаку (ведь я всего лишь ученица) я даю волю чувствам, и мы вместе достигаем финиша…» - Пятьдесят Оттенков Серого";"FS59953.jpg";"5.22";"280";"";"DELUXE";"";"";"";"";"";"";"";"";"";"";"";"";"Lovehoney";"FS59953-1.jpg";"";"";"";"";EOREOR
"LX00301";"no";"Презервативы ""Золотой Кадиллак""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00101.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00302";"no";"Презервативы ""Австралийский Бумеранг""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"24466_0.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00303";"no";"Презервативы ""Заключенный из Алабамы""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"24467_0.jpg";"0.33";"21";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00304";"no";"Презервативы ""Скоростной спуск""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00104.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00305";"no";"Презервативы ""13-й раунд""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"24469_0.jpg";"0.33";"21";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00306";"no";"Презервативы ""Воскрешающий мертвеца""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00106.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00307";"no";"Презервативы ""Парный Бобслей""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00107.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00308";"no";"Презервативы ""Сексреаниматор""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00108.jpg";"0.33";"21";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00309";"no";"Презервативы ""Красноголовый мексиканец""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00109.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00310";"no";"Презервативы ""Парный слалом""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00110.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"LX00311";"no";"Презервативы ""Тропический шторм""";"Высококачественные презервативы, изготовленные из гипоалергенного латекса, в обильной силиконовой смазке, с накопителем. Качество презервативов LUXE гарантирована использованием современного оборудования и многоразовым тщательным контролем на всех этапах производства. Хранить в сухом и прохладном месте, защищать от нагревания и прямых солнечных лучей. Не допускать прямого контакла с маслами и жирами. Только для разового использования.";"LX00111.jpg";"0.38";"24";"";"ПРЕЗЕРВАТИВЫ";"";"lUXE TRIO";"";"";"";"";"";"";"";"";"";"";"LUXE";"";"";"";"";"";EOREOR
"T860004";"yes";"BATHMATE HERCULES RED";"Bathmates Hercules hydropump is designed to be used in the bath or shower. The pump utilises the incredible power of water to increase the lenght and thickness of the penis. In addition to providing a larger penis, regular use helps to keep the penis in top health! This leads to harder and longer lasting erections and increased sexual satisfaction. The Bathmate hydropumps are easy and convenient to use and has proven to provide genuine results.";"T860004.jpg";"77.41";"4954";"";"ПОМПЫ";"";"МУЖСКИЕ";"";"";"";"";"";"";"";"";"";"";"Bathmate";"T860004-1.jpg";"";"";"";"";EOREOR
"DT50946";"yes";"CLASSIC DOLPHIN";"";"DT50946.jpg";"24.82";"1588";"";"ВИБРАТОРЫ";"";"ДВОЙНЫЕ";"";"";"";"";"";"";"";"";"";"";"Seven Creations";"DT50946-1.jpg";"";"";"";"";EOREOR
"280942";"no";"Анальная пробка,Silver Ruby,M";"Металлическая анальная пробка среднего размера с кристаллом ""Рубин"". С этой пробкой вы получите не только эротическое, но и эстетическое удовольствие. Обтекаемая гладкая поверхность и специальная форма пробки обеспечит легкое и безопасное введение и извлечение.";"280942.jpg";"10.84";"693";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПРОБКИ С КАМНЯМИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"DT21076";"no";"Наручники BONDX SILICONE CUFFS, BLACK";"Эти силиконовые наручники отлично подойдут новичкам и любителям игр в подчинение. Они мягкие и эластичные, будут держать руки связанными, не принося болеых ощущений.";"DT21076.jpg";"5.84";"373";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"НАРУЧНИКИ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21076-1.jpg";"";"";"";"";EOREOR
"DT21046";"no";"Фаллоимитатор REALSTUFF REAL FEELING DONG UNCUT 7INCH";"Реалистичный фаллоимитатор точно повоторяет контуры тела, нежнейший материал, венки и реалистичная головка.  Мощная присоска позволяет закрепить его на любой гладкой поверхности. Водонепроницаемый, гипоаллергенный.";"DT21046.jpg";"13.5";"864";"";"ФАЛЛОИМИТАТОРЫ";"";"РЕАЛИСТИКИ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21046-1.jpg";"";"";"";"";EOREOR
"T160492";"no";"Игра для взрослых STRIP OR TEASE";"This game will help you perfect the art of undressing<br>erotically and sexily tantalising.<br><br>&nbsp;<br><br>&nbsp;Includes:<br><br>&nbsp;-2 Dice<br>&nbsp;-30 Strip Cards<br><br>&nbsp;-30 Tease Cards<br><br>&nbsp;-His and Her strip Tips";"T160492.jpg";"12.54";"802";"";"СУВЕНИРЫ";"";"ИГРЫ";"";"";"";"";"";"";"";"";"";"";"Creative Conceptions";"T160492-1.jpg";"";"";"";"";EOREOR
"DTBW401";"yes";"FISHNET PANTYHOSE WITH STRAP PANTY";"<ul><li>Fishnet pantyhose with elastic waist strap lace panty. </li></ul>";"DTBW401.jpg";"9.42";"602";"";"СЕКС БЕЛЬЕ И КОСТЮМЫ";"";"ЧУЛОЧНЫЕ ИЗДЕЛИЯ";"";"";"";"";"";"";"";"";"";"";"BeWicked Lingerie";"DTBW401-1.jpg";"";"";"";"";EOREOR
"DTBW414";"yes";"STAY UP WETLOOK THIGH HIGH";"<ul><li>Stay up wet-look thigh highs. </li></ul>";"DTBW414.jpg";"15.71";"1005";"";"СЕКС БЕЛЬЕ И КОСТЮМЫ";"";"ЧУЛОЧНЫЕ ИЗДЕЛИЯ";"";"";"";"";"";"";"";"";"";"";"BeWicked Lingerie";"DTBW414-1.jpg";"";"";"";"";EOREOR
"T840335";"yes";"TOUCH & GLOW BLUE";"<ul><li>Super-realistic glow in the dark dildo.</li><li>Life-like penis head and balls.</li><li>Soft dual layered silicone.</li><li>Material moves up down like real skin.</li><li>Bendable &amp; flexible to move with your body.</li><li>Glows in the dark.</li><li>Powerful suction cup.</li><li>Compatible with most harnesses for strap-on fun.</li><li>Phthalate &amp; latex free.</li><li>Waterproof.</li></ul><br>";"T840335.jpg";"31.55";"2019";"";"ФАЛЛОИМИТАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840335-1.jpg";"T840335-2.jpg";"";"";"";EOREOR
"T840340";"yes";"PETITE PURPLE PASSION";"<ul><li>Discreet & powerful silky smooth bullet. </li><li>7 Strong  vibration speeds & functions. </li><li>Elegant high style chrome collar. </li><li>Fully rechargeable, USB cable included. </li><li>Waterproof. </li><li>Phthalate & latex free. </li></ul>";"T840340.jpg";"21.77";"1393";"";"ВИБРАТОРЫ";"";"ВИБРОПУЛИ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840340-1.jpg";"";"";"";"";EOREOR
"T840333";"yes";"LOVE LARGE BLUE";"<ul><li>Realistic dual feel extra-large dildo. </li><li>Perfect for deep penetration & satisfaction. </li><li>Great for hands free play. </li><li>Powerful suction cup at base. </li><li>Beaded nubs embedded in the shaft for added stimulation. </li><li> Phthalate & latex free. </li><li>Waterproof. </li></ul>";"T840333.jpg";"37.86";"2423";"";"ФАЛЛОИМИТАТОРЫ";"";"КЛАССИЧЕСКИЕ";"";"";"";"";"";"";"";"";"";"";"Evolved";"T840333-1.jpg";"T840333-2.jpg";"T840333-3.jpg";"T840333-4.jpg";"";EOREOR
"T840317";"yes";"A&E EVES TIGHTENING GEL 30ML";"<ul><li>Strawberry flavored vaginal tightening gel. </li><li>Tightens muscles for greater pleasure and sensitivity. </li><li>Heightens pleasure and arousal. </li><li>Massage into and around vaginal area. </li><li>Works fast,  allow 10-15 minutes for maximum results. </li><li>Lickable, kissable strawberry flavor makes you so sweet. </li><li>Made with active naturel ingredients. </li></ul>";"T840317.jpg";"8.83";"565";"";"КОСМЕТИКА И ПРЕПАРАТЫ";"";"АФРОДИЗИАКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"";"";"";"";"";EOREOR
"T840318";"yes";"A&E CINNAMON CLIT SENSITIZER GEL 30ML";"<ul><li>Cinnamon clit sensitizer gel. </li><li>Formulated to increase clit sensitivity. </li><li>Increased sensitivity = more intense orgasms. </li><li>Lip-smacking cinnamon flavor great for oral fun. </li><li>Just dab on a dime-sized application. </li><li>Allow 10-15 minutes for full effect. </li></ul>";"T840318.jpg";"6.95";"444";"";"КОСМЕТИКА И ПРЕПАРАТЫ";"";"АФРОДИЗИАКИ";"";"";"";"";"";"";"";"";"";"";"Adam & Eve";"";"";"";"";"";EOREOR
"T840310";"yes";"ALL POWERFUL RECHARGEABLE BULLET";"<ul><li>Powerful vibrating bullet. </li><li>Compatible with most vibrating mens toys that use bullets. </li><li>Use on its own to enhance sensation on any erogenous zone. </li><li>10 Powerful speeds & functions. </li><li>Completely rechargeable, USB cable included. </li><li>Waterproof. </li><li>Latex free. </li></ul>";"T840310.jpg";"18.14";"1160";"";"ВИБРАТОРЫ";"";"ВИБРОПУЛИ";"";"";"";"";"";"";"";"";"";"";"Zero Tolerance";"T840310-1.jpg";"";"";"";"";EOREOR
"T160489";"yes";"YOU AND ME";"A game that really is all about you two<br><br>&nbsp;<br><br><br>&nbsp;Includes:<br><br>&nbsp;-90 Forfeit Cards<br>&nbsp;-8 Special Cards<br><br>&nbsp;-2 Joker Cards<br><br>&nbsp;- 1 Die<br><br>&nbsp;- 1 Sand&nbsp;<br><font color=""#1f497d""><b><i><br><a href=""http://www.tongabv.com/Categories/New/160493/YOU%20AND%20ME%20%20%20GERMAN"" target=""_self""><font color=""#1f497d"">Click here for the German version</font></a></i></b></font><br>";"T160489.jpg";"13.79";"882";"";"СУВЕНИРЫ";"";"ИГРЫ";"";"";"";"";"";"";"";"";"";"";"Creative Conceptions";"T160489-1.jpg";"";"";"";"";EOREOR
"280133";"no";"Флогер VIP Leather Flogger, BLACK";"Флогер черного цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280133.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280134";"no";"Флогер VIP Leather Flogger, PINK";"Флогер с отделкой розового цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280134.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280135";"no";"Флогер VIP Leather Flogger, PURPLE";"Флогер с отделкой сиреневого цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280135.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280136";"no";"Флогер VIP Leather Flogger, RED";"Флогер с отделкой красного цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280136.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280137";"no";"Флогер VIP Leather Flogger, WHITE";"Флогер с отделкой белого цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280137.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280138";"no";"Флогер VIP Leather Flogger, BLACK/PURPLE";"Флогер с отделкой черного и сиреневого цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280138.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280139";"no";"Флогер VIP Leather Flogger, BLACK/RED";"Флогер с отделкой черного и красного цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280139.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280140";"no";"Флогер VIP Leather Flogger, BLACK/PINK";"Флогер с отделкой черного и розового цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280140.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280141";"no";"Флогер VIP Leather Flogger, BLACK/WHITE";"Флогер с отделкой черного и белого цвета. Необычный дизайн и приятный натуральный материал. Изготовлен из натуральной кожи, отделка на ручке из высококачественного заменителя кожи для удобства использования.";"280141.jpg";"5.99";"383";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"";"";"";"";"";EOREOR
"280120";"no";"Флогер S&M Fancy Leather Floger, WHITE";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280120.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280120-1.jpg";"280120-2.jpg";"";"";"";EOREOR
"280121";"no";"Флогер S&M Fancy Leather Floger, WHITE";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280121.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280121-1.jpg";"280121-2.jpg";"";"";"";EOREOR
